0.43;-0.55;0.06;-0.40;-0.30;-0.88;7.07;-0.30;-14.82;-0.19;-0.40;-0.85;-0.06;-0.24;0.37;0.20;-0.10;-0.96;
0.24;-0.55;0.49;-0.41;-0.30;-0.88;1.22;29.15;-2.68;-0.16;-0.48;-0.85;0.30;0.18;0.30;0.20;-0.09;-0.97;
0.73;0.06;0.06;-0.40;-0.29;-0.87;-3.23;2.93;-1.65;-0.13;-0.48;-0.85;0.43;0.12;0.18;0.21;-0.10;-0.96;
0.18;-0.43;0.06;-0.40;-0.30;-0.87;35.55;26.65;37.20;-0.16;-0.36;-0.87;1.04;0.18;0.43;0.20;-0.10;-0.97;
0.67;-0.61;-0.06;-0.40;-0.29;-0.88;113.41;83.54;156.52;-0.11;0.34;-0.87;1.71;-0.18;0.37;0.21;-0.10;-0.97;
-0.06;-0.37;-0.37;-0.39;-0.30;-0.88;-11.34;-3.41;9.02;-0.14;-0.36;-0.69;0.43;0.00;0.24;0.20;-0.10;-0.97;
0.55;-0.06;0.12;-0.40;-0.30;-0.87;0.12;-9.21;7.38;-0.19;-0.48;-0.86;0.12;0.18;0.37;0.20;-0.10;-0.96;
0.49;-0.61;-0.24;-0.40;-0.29;-0.87;-2.13;0.85;-1.77;-0.17;-0.45;-0.84;0.24;0.61;0.00;0.21;-0.09;-0.97;
0.24;-0.24;0.30;-0.40;-0.29;-0.87;-1.40;-5.06;4.76;-0.17;-0.49;-0.86;-0.12;0.12;0.37;0.19;-0.11;-0.96;
0.12;-0.37;0.00;-0.40;-0.30;-0.87;1.46;2.13;2.68;-0.19;-0.40;-0.86;0.73;0.00;-0.06;0.21;-0.11;-0.97;
0.06;-0.55;0.30;-0.40;-0.30;-0.87;5.91;-2.32;46.28;-0.10;-0.43;-0.83;0.24;0.24;0.24;0.21;-0.10;-0.97;
0.30;-0.24;0.12;-0.42;-0.30;-0.87;-26.65;3.96;-51.77;-0.16;0.46;-1.31;0.49;0.43;0.06;0.20;-0.10;-0.98;
0.12;0.12;-0.18;-0.40;-0.30;-0.87;-26.46;-13.48;-37.93;0.06;-0.47;-0.92;0.61;-0.18;0.06;0.21;-0.10;-0.96;
0.18;-0.24;0.18;-0.40;-0.30;-0.88;-87.13;-27.13;-119.15;0.04;1.96;-1.39;-0.24;-0.12;-0.06;0.20;-0.10;-0.97;
0.18;-0.30;0.55;-0.40;-0.29;-0.87;64.21;32.80;108.41;0.10;-0.54;-0.67;0.49;0.18;0.18;0.21;-0.10;-0.96;
-0.06;-0.79;0.12;-0.40;-0.29;-0.87;-154.33;-123.48;-234.51;-0.06;-0.73;-0.92;0.30;0.24;0.37;0.21;-0.10;-0.97;
-0.24;-0.67;0.18;-0.40;-0.30;-0.86;118.60;46.16;305.55;0.34;0.57;-1.18;0.18;-0.37;-0.55;0.20;-0.09;-0.97;
0.18;0.37;0.30;-0.41;-0.29;-0.88;10.24;21.71;75.24;0.05;-0.71;-0.79;-2.01;-0.24;-0.37;0.20;-0.10;-0.96;
-0.24;-0.49;0.24;-0.41;-0.30;-0.87;-104.33;-54.76;-262.93;-0.13;-0.59;-0.90;-0.73;0.00;-1.40;0.21;-0.11;-0.95;
2.38;-0.67;-0.18;-0.39;-0.30;-0.87;72.87;22.99;149.82;0.42;0.74;-1.15;-0.49;-0.43;-0.61;0.20;-0.10;-0.96;
1.46;-0.30;-0.37;-0.40;-0.30;-0.87;9.76;3.11;25.49;-0.12;-0.45;-0.88;0.06;0.18;0.67;0.20;-0.11;-0.97;
-0.06;-0.18;0.37;-0.39;-0.30;-0.87;7.99;-0.55;4.39;-0.11;-0.48;-0.89;0.43;0.43;0.49;0.20;-0.10;-0.97;
0.91;-0.61;-0.06;-0.41;-0.30;-0.87;7.07;6.16;20.61;-0.15;-0.49;-0.86;0.79;0.06;0.00;0.20;-0.11;-0.96;
-18.84;3.72;8.96;-0.41;-0.30;-0.93;-67.62;-145.67;-7.13;-0.02;-0.31;-0.59;0.91;0.67;1.77;0.20;-0.10;-0.98;
3.96;-14.76;1.28;-0.47;-0.30;-1.02;5.37;-41.83;0.67;-0.03;0.01;-0.91;-1.34;39.09;0.67;0.31;-0.09;-1.01;
-9.63;3.54;-6.04;-0.34;-0.32;-0.83;4.39;-22.50;19.21;-0.41;-0.18;-1.10;83.90;9.63;10.49;0.34;-0.12;-1.22;
3.96;13.05;-3.11;-0.42;-0.29;-0.91;45.43;69.82;-10.79;-0.13;-0.07;-1.03;253.72;375.67;347.07;0.74;-0.23;-1.16;
0.00;-0.43;-0.61;-0.40;-0.27;-0.89;-0.55;4.02;13.72;-0.24;-0.03;-0.94;-208.41;-236.95;-41.52;-0.09;-0.05;-1.36;
0.79;-0.24;-0.67;-0.40;-0.28;-0.88;5.98;6.16;5.79;-0.18;0.09;-0.90;56.71;88.23;-199.09;-0.08;0.87;-0.07;
0.79;-0.55;0.49;-0.40;-0.28;-0.88;-3.78;-7.38;-1.89;-0.20;0.04;-0.95;-69.63;-88.72;96.40;-0.32;-0.03;-0.43;
1.65;-0.43;0.24;-0.40;-0.28;-0.88;-17.93;-24.39;1.40;-0.20;0.03;-0.92;55.12;-0.98;-191.65;0.49;-1.11;-1.01;
0.12;-0.24;0.30;-0.39;-0.28;-0.88;5.06;9.33;-0.18;-0.21;0.06;-0.96;15.37;17.68;126.04;0.32;-0.83;-0.68;
0.00;-0.73;0.49;-0.40;-0.28;-0.88;0.06;-18.17;11.77;-0.30;0.10;-1.08;-28.23;39.82;-69.15;0.54;-0.57;-1.22;
0.12;-0.73;-0.18;-0.40;-0.28;-0.87;-1.28;-10.24;-0.98;-0.28;0.09;-0.99;5.30;-24.70;162.62;0.46;-0.88;-0.85;
0.37;-0.55;-0.30;-0.40;-0.28;-0.89;-3.84;-8.60;-0.30;-0.28;0.08;-0.96;103.41;62.74;-418.17;0.63;-0.49;-0.67;
0.43;-0.24;0.12;-0.40;-0.28;-0.88;-5.12;-5.30;0.79;-0.28;0.09;-0.94;33.66;-43.17;-89.51;0.51;-1.71;-0.67;
0.73;-0.30;-0.12;-0.39;-0.28;-0.89;-2.44;-7.13;-0.12;-0.29;0.09;-0.95;10.18;4.27;101.95;0.41;-1.07;-0.78;
0.61;-0.67;-0.18;-0.40;-0.28;-0.89;0.12;-0.85;-0.18;-0.30;0.10;-0.94;-2.50;8.05;3.78;0.10;-0.69;-0.79;
0.67;-0.30;-0.12;-0.39;-0.28;-0.88;16.52;-0.12;18.17;-0.29;0.15;-0.94;-67.74;-72.93;128.11;0.23;-0.30;-0.39;
0.37;-0.24;0.37;-0.39;-0.29;-0.88;12.26;10.55;-11.52;-0.29;0.19;-0.96;-136.34;-158.90;232.32;0.96;-2.00;-0.80;
0.24;-0.06;-0.43;-0.39;-0.28;-0.89;4.76;3.54;-1.22;-0.34;0.14;-0.91;1.95;77.74;-87.99;0.12;-0.28;-0.22;
7.62;-6.28;-3.41;-0.40;-0.29;-0.89;5.24;3.29;8.35;-0.40;0.19;-1.06;-1.59;-127.80;-35.49;0.51;-0.09;-0.76;
-0.30;-0.18;0.49;-0.39;-0.28;-0.88;-0.49;0.06;-0.18;-0.34;0.14;-0.93;1.40;-0.06;-0.06;0.23;-0.07;-0.95;
0.55;-0.49;0.06;-0.40;-0.28;-0.88;-0.79;-0.06;0.06;-0.34;0.14;-0.92;-0.67;-0.24;-0.43;0.23;-0.08;-0.98;
23.35;-230.37;237.13;-0.43;-0.65;-1.13;0.18;0.24;0.12;-0.34;0.13;-0.94;-5.12;0.55;10.67;0.25;0.05;-0.94;
-35.12;10.18;-88.78;-0.65;0.69;-0.22;-1.04;-0.18;-0.18;-0.34;0.14;-0.93;0.49;0.30;-0.06;0.23;-0.08;-0.97;
-147.99;31.65;-123.84;-0.69;0.88;-0.09;-0.24;-0.37;-0.18;-0.34;0.14;-0.93;0.79;0.18;0.12;0.22;-0.08;-0.96;
-256.89;-75.98;-507.26;0.18;-1.97;-0.95;-0.37;0.00;0.24;-0.35;0.15;-0.93;0.79;0.06;0.12;0.22;-0.10;-0.96;
151.77;68.96;153.41;-0.31;-1.02;-0.94;0.12;0.06;0.00;-0.34;0.15;-0.92;0.85;0.00;0.49;0.23;-0.09;-0.97;
22.56;6.65;132.20;-0.57;0.17;-0.65;-0.49;-0.12;-0.12;-0.34;0.14;-0.92;0.55;0.00;0.18;0.22;-0.09;-0.96;
-10.24;-11.46;-46.65;-0.60;-0.52;-0.50;-0.30;-0.18;-0.24;-0.34;0.14;-0.92;-0.49;-0.12;0.24;0.22;-0.09;-0.97;
-3.72;-6.40;8.90;-0.71;-0.35;-0.63;-0.49;-0.12;0.43;-0.34;0.14;-0.93;0.06;0.24;-0.24;0.22;-0.09;-0.97;
-49.02;-13.78;2.07;-0.62;0.16;-0.42;-0.12;-0.37;-0.18;-0.34;0.14;-0.93;0.85;0.24;0.24;0.22;-0.09;-0.96;
34.88;-166.04;39.63;-0.10;-2.00;-0.75;-0.67;0.06;-0.61;-0.34;0.14;-0.93;0.49;-0.06;0.06;0.22;-0.09;-0.97;
121.40;142.80;325.79;-0.32;-0.49;-0.90;-0.55;-0.73;-0.06;-0.34;0.14;-0.92;0.43;0.00;0.24;0.22;-0.09;-0.97;
-44.88;-20.06;-141.40;-0.58;-0.00;-0.74;-0.12;0.06;-0.24;-0.34;0.14;-0.92;0.61;0.18;0.12;0.22;-0.10;-0.97;
8.11;-45.37;90.73;-0.55;-0.51;-0.39;-0.18;-0.24;0.37;-0.34;0.14;-0.93;0.37;-0.06;0.12;0.22;-0.10;-0.96;
89.63;226.89;-210.43;-0.27;-0.49;-1.04;0.12;-0.43;-0.24;-0.32;0.15;-0.91;0.79;0.06;0.00;0.23;-0.09;-0.96;
4.02;52.13;-13.78;-0.21;-0.66;-0.75;-0.24;-0.12;0.30;-0.35;0.13;-0.93;0.73;0.18;-0.06;0.22;-0.09;-0.96;
-431.40;-595.73;489.57;0.50;0.16;-0.42;-2.20;-0.79;0.30;-0.34;0.15;-0.93;-0.49;0.06;0.12;0.22;-0.09;-0.95;
1.22;-1.10;-0.73;-0.36;-0.18;-0.92;-0.61;0.00;-0.12;-0.34;0.15;-0.92;0.37;0.12;0.00;0.22;-0.10;-0.96;
0.79;-0.49;0.43;-0.37;-0.18;-0.91;-0.73;0.00;0.67;-0.34;0.14;-0.93;1.04;0.06;0.37;0.22;-0.09;-0.97;
4.76;-2.07;-0.49;-0.37;-0.15;-0.94;-1.52;-1.71;-0.12;-0.34;0.15;-0.93;-3.05;-0.18;-0.79;0.22;-0.10;-0.98;
5.43;0.24;1.95;-0.38;-0.27;-0.91;-0.43;0.30;0.12;-0.34;0.14;-0.93;0.55;-0.12;-0.06;0.22;-0.10;-0.96;
0.85;-0.06;-0.12;-0.37;-0.20;-0.91;2.80;-6.89;2.32;-0.37;0.09;-0.87;-1.83;2.80;7.93;0.16;-0.19;-0.97;
38.90;-9.21;-57.68;-0.15;0.01;-1.06;10.73;3.54;14.21;-0.30;0.10;-0.97;-5.91;3.23;17.87;0.26;-0.05;-0.93;
21.46;-11.95;-10.18;-0.42;-0.29;-1.03;-5.18;-36.52;-18.96;-0.34;0.14;-1.18;36.28;30.06;13.84;0.18;-0.10;-0.97;
-16.10;206.89;27.13;0.02;-0.40;-0.09;159.27;393.11;30.12;0.05;0.29;-0.63;231.83;173.11;18.60;0.32;-0.13;-1.17;
-19.57;-2.01;25.67;-0.38;-0.21;-0.99;-5.91;-3.84;-1.59;-0.33;0.11;-0.98;-2.26;-1.89;-1.34;0.21;-0.09;-0.96;
9.94;-1.83;-1.52;-0.29;-0.18;-0.76;0.55;1.89;-3.96;-0.34;0.15;-0.95;-3.66;-0.49;0.00;0.22;-0.08;-0.96;
-0.18;0.12;-0.24;-0.35;-0.25;-0.91;-0.43;-0.79;0.00;-0.32;0.08;-0.93;-1.04;-0.12;1.28;0.21;-0.08;-0.96;
-3.11;-0.91;2.80;-0.35;-0.21;-0.90;0.67;-1.22;4.88;-0.33;0.10;-0.94;2.38;-1.89;6.16;0.14;-0.13;-0.94;
0.00;-2.32;-0.61;-0.35;-0.23;-0.92;-0.79;1.10;0.18;-0.33;0.10;-0.96;2.44;0.67;0.61;0.22;-0.09;-0.97;
0.61;-0.67;0.98;-0.34;-0.25;-0.90;0.12;0.91;-2.50;-0.32;0.08;-0.91;-7.68;-4.45;-3.60;0.22;-0.08;-0.97;
0.49;-0.43;-0.06;-0.35;-0.25;-0.90;2.07;1.10;-0.67;-0.33;0.09;-0.94;-0.55;-0.06;0.18;0.22;-0.08;-0.96;
11.40;-2.56;-5.91;-0.36;-0.27;-0.91;5.18;4.02;-0.24;-0.31;0.09;-1.02;-0.37;0.49;0.00;0.21;-0.07;-0.97;
12.93;-2.62;-4.63;-0.37;-0.24;-0.91;10.98;14.21;-1.52;-0.30;0.10;-0.98;-2.74;3.90;2.38;0.21;-0.07;-0.98;
-2.56;-9.45;1.95;-0.35;-0.26;-0.88;-3.11;-1.16;0.67;-0.29;0.10;-0.87;0.30;-0.18;0.30;0.21;-0.07;-0.96;
0.12;-0.98;0.37;-0.35;-0.26;-0.90;-1.10;-1.77;0.18;-0.31;0.08;-0.94;0.24;0.18;0.30;0.20;-0.08;-0.96;
0.18;-0.37;0.06;-0.36;-0.25;-0.90;-0.24;-0.24;0.00;-0.33;0.08;-0.93;0.55;-0.30;-0.12;0.21;-0.07;-0.96;
0.43;-0.37;0.12;-0.36;-0.26;-0.91;-0.18;-0.49;0.37;-0.31;0.08;-0.94;0.00;0.12;-0.49;0.21;-0.07;-0.97;
0.73;-0.67;0.24;-0.37;-0.25;-0.91;-1.34;-0.79;0.85;-0.32;0.08;-0.93;0.06;0.00;0.06;0.21;-0.08;-0.97;
