-0.61;-0.18;0.00;0.00;-0.85;0.18;0.24;-0.30;-0.18;
0.37;-0.67;-0.24;0.12;-0.49;0.12;-0.43;0.06;0.06;
0.67;-0.85;-0.18;0.37;-0.79;-0.18;-0.12;-0.24;0.06;
0.30;-0.67;-0.12;0.18;-1.10;-0.12;0.24;-0.24;0.30;
48.11;89.88;106.59;-100.12;14.21;17.87;-11.10;46.65;-12.44;
-94.94;35.55;-10.00;-78.60;-59.63;-144.15;-0.12;20.00;-11.10;
15.12;41.22;65.49;13.23;1.77;93.41;-8.72;-25.91;80.00;
6.34;-35.49;-18.23;-19.57;-89.02;36.65;1.22;-33.23;33.29;
-12.07;-32.07;-26.10;-11.83;-3.78;13.72;29.15;22.13;-21.95;
-4.27;-15.67;-27.50;-23.90;-24.02;-5.00;-11.40;-4.02;-14.45;
-3.84;-4.39;-9.39;0.06;7.62;5.67;4.39;3.78;0.18;
1.89;-3.35;-9.45;3.05;5.37;1.77;-2.50;-2.20;-1.28;
0.12;-0.12;-3.72;0.24;4.15;0.73;-1.40;-1.46;0.30;
-0.18;0.00;0.85;-2.56;-2.68;-1.83;-2.26;-4.09;-0.79;
-4.27;-3.78;-0.24;-3.29;-5.18;0.00;-7.80;-8.17;4.45;
-3.48;-2.80;0.18;0.73;0.37;0.18;5.00;5.85;-6.16;
347.93;161.04;-406.89;-195.06;-141.77;-405.49;-37.32;-115.12;108.72;
12.68;12.74;-20.98;14.27;4.33;-4.57;-2.44;2.74;10.30;
-5.18;92.38;291.22;-10.49;82.01;120.61;-11.77;6.22;-22.44;
-40.37;115.85;52.50;13.72;22.13;-24.39;-26.65;-103.17;37.26;
-39.09;139.09;380.79;-14.57;76.89;131.65;0.73;-17.44;-8.48;
18.29;67.80;-3.72;4.02;-35.30;30.37;-51.40;102.07;294.45;
-58.90;180.73;581.95;-53.90;160.43;878.96;148.78;-712.01;-1773.60;
155.06;-555.73;-1306.34;-4.57;189.39;473.60;-96.65;311.46;893.05;
-41.40;288.41;595.30;99.94;-589.76;-1171.77;-125.18;211.52;524.45;
2.93;259.45;563.96;140.85;-315.85;-546.52;-101.40;359.82;608.66;
-44.70;633.72;1027.93;35.18;-1363.78;-1837.74;-306.65;284.09;659.57;
-233.90;397.44;660.79;124.39;-506.89;-1057.56;98.29;231.40;391.46;
-54.15;-28.35;24.09;44.39;60.61;79.45;-34.27;90.12;200.43;
10.30;-1.46;0.24;-0.55;-0.55;-0.12;-15.37;-1.89;0.61;
0.61;-0.55;-0.24;7.13;-40.06;19.70;9.88;12.26;4.39;
22.01;0.37;9.02;-0.18;-1.16;-0.24;0.00;-0.49;0.06;
0.30;0.06;0.43;-0.49;0.18;-0.06;-0.24;-0.73;0.24;
0.67;-0.49;0.18;0.12;-0.73;-0.24;0.49;-0.43;-0.06;
0.12;0.00;-0.37;0.24;-0.24;0.37;-0.12;-0.12;0.00;
-0.12;-0.24;0.18;0.73;-0.18;0.00;-9.94;1.95;-0.67;
0.06;-0.67;0.61;-0.18;-0.37;-0.06;1.22;0.12;0.12;
0.55;-0.30;-0.18;0.43;-0.55;0.43;0.55;-0.85;0.18;
1.04;-0.37;0.06;0.79;-0.43;-0.12;0.49;-0.18;-0.24;
0.43;-0.18;0.30;0.30;-0.24;0.37;0.18;-0.18;0.06;
0.37;-0.67;0.00;-0.06;-0.43;0.06;-0.18;-0.98;0.18;
-0.18;-0.18;-0.06;0.49;-0.37;0.12;0.79;-0.55;0.37;
0.91;-0.24;0.30;15.06;-2.68;1.28;7.62;-1.04;1.22;
70.00;-27.68;-35.00;-1.10;-44.63;-65.61;-0.30;-0.30;0.18;
-0.24;-0.37;-0.06;0.61;-0.30;-0.30;-0.06;-0.43;0.00;
0.49;-0.24;0.49;3.48;-1.16;0.55;0.73;-0.49;0.12;
0.37;-0.49;-0.06;0.43;-0.79;0.18;-1.04;-0.91;-0.12;
0.12;-0.61;-0.12;0.12;-0.18;0.24;0.37;-0.61;0.18;
0.49;-0.79;0.30;0.61;-0.43;0.12;0.06;-0.55;0.00;
0.24;-0.18;0.30;0.06;-0.49;0.12;-0.24;-0.67;0.30;
-0.18;-0.61;-0.12;0.30;-0.85;0.18;0.24;0.12;0.06;
0.61;-0.73;-0.37;0.49;-0.49;0.18;0.43;-0.61;0.00;
0.79;-0.24;0.37;-0.12;-0.43;-0.06;-0.06;-0.43;-0.30;
0.55;-0.49;0.12;0.37;-0.67;0.06;0.18;-0.73;-0.06;
0.49;-0.55;0.12;0.18;-0.24;-0.18;0.79;-0.91;0.12;
