0.30;-0.55;0.12;-0.08;-0.32;-0.93;0.18;-0.67;1.16;-0.07;-0.31;-0.94;
0.37;-0.55;0.12;-0.07;-0.31;-0.93;0.24;-0.98;-0.06;-0.08;-0.30;-0.94;
0.43;-1.22;-0.18;-0.08;-0.31;-0.93;-0.79;0.24;-0.12;-0.07;-0.31;-0.94;
1.16;-1.77;0.91;-0.08;-0.31;-0.94;0.12;-2.32;0.30;-0.08;-0.30;-0.94;
-0.18;0.18;0.18;-0.08;-0.31;-0.94;-0.55;0.06;-0.30;-0.08;-0.31;-0.93;
0.85;-0.06;3.66;-0.09;-0.31;-0.94;1.52;0.06;3.41;-0.08;-0.30;-0.93;
0.43;-0.61;-0.67;-0.09;-0.30;-0.94;0.55;-0.06;-0.61;-0.08;-0.31;-0.94;
24.27;-8.29;-2.99;-0.06;-0.35;-0.87;1.71;-2.20;-0.91;-0.08;-0.32;-0.94;
-44.57;-3.96;5.67;-0.16;-0.31;-1.08;-0.37;5.18;-3.23;-0.05;-0.36;-0.87;
-12.62;1.16;0.73;-0.09;-0.31;-0.92;-1.59;0.61;-0.30;-0.06;-0.31;-0.96;
-92.01;23.29;4.15;-0.07;-0.32;-0.90;-150.24;38.48;-3.41;-0.08;-0.07;-0.95;
15.91;-5.06;-4.02;0.05;-0.11;-0.99;19.57;-6.34;0.06;-0.01;-0.24;-0.95;
1.65;-0.73;-0.24;-0.04;-0.25;-0.95;0.43;-0.79;-1.34;-0.05;-0.25;-0.96;
1.40;-0.67;-0.67;-0.03;-0.26;-0.96;1.28;-1.40;-0.61;-0.03;-0.26;-0.95;
-29.70;1.40;-4.02;0.00;-0.17;-0.97;-28.60;1.71;-6.71;-0.00;-0.16;-1.00;
-19.33;-0.06;-2.74;-0.02;-0.11;-0.97;-23.66;0.30;-1.22;0.01;-0.10;-0.98;
-13.41;3.78;-5.98;-0.05;-0.14;-0.89;-9.51;0.49;-5.49;-0.03;-0.11;-0.93;
-24.27;1.89;-0.43;-0.01;-0.01;-0.99;-10.55;11.04;-18.41;0.13;-0.04;-0.95;
-24.09;-0.24;-2.32;0.03;0.12;-0.97;-23.54;1.77;-6.83;0.01;0.14;-0.97;
-12.20;-1.34;0.79;0.03;0.21;-0.96;-11.40;-1.65;0.49;0.03;0.21;-0.90;
25.67;-3.96;-1.89;-0.04;0.25;-0.96;10.00;2.07;-0.06;0.02;0.21;-0.95;
68.66;-0.98;-4.76;0.02;0.17;-1.00;110.91;-6.65;-9.57;0.02;0.13;-1.00;
5.55;-1.83;1.46;-0.02;-0.14;-0.97;8.96;0.73;2.50;-0.02;-0.15;-0.97;
1.77;-0.79;2.99;-0.03;-0.17;-0.97;2.74;-0.85;2.07;-0.03;-0.15;-0.96;
2.56;0.06;0.85;-0.00;-0.18;-0.96;0.91;-0.37;0.30;-0.00;-0.17;-0.98;
1.28;-2.87;0.98;-0.03;-0.19;-0.97;1.83;-2.93;-0.24;-0.04;-0.20;-0.96;
0.18;-0.85;1.22;-0.02;-0.20;-0.96;-0.12;-0.85;1.77;-0.02;-0.19;-0.97;
1.52;-1.16;0.06;-0.04;-0.19;-0.97;1.52;-0.79;0.00;-0.04;-0.20;-0.96;
6.95;-1.95;0.49;-0.04;-0.20;-0.95;2.13;-0.55;-0.67;-0.04;-0.19;-0.96;
0.98;0.00;-0.37;-0.04;-0.20;-0.97;0.91;0.37;0.00;-0.04;-0.21;-0.97;
0.79;-0.37;0.12;-0.03;-0.21;-0.97;0.12;-0.18;-0.06;-0.04;-0.21;-0.96;
0.98;-0.49;-0.18;-0.03;-0.21;-0.97;0.24;-0.49;-0.43;-0.04;-0.22;-0.96;
0.67;-0.98;0.55;-0.04;-0.22;-0.96;1.40;-0.12;-0.37;-0.03;-0.21;-0.96;
1.16;-0.79;0.91;-0.04;-0.21;-0.96;0.18;-0.73;-0.30;-0.05;-0.22;-0.96;
-0.91;-0.85;0.91;-0.04;-0.22;-0.96;0.67;-0.06;0.24;-0.04;-0.21;-0.96;
0.49;-0.91;0.85;-0.04;-0.21;-0.95;0.30;-0.85;0.12;-0.04;-0.22;-0.96;
0.98;-0.37;-0.61;-0.05;-0.22;-0.96;1.28;-0.06;0.00;-0.05;-0.22;-0.96;
-0.24;-0.12;-0.37;-0.04;-0.23;-0.96;-0.18;-0.85;0.30;-0.04;-0.22;-0.96;
0.49;0.00;-0.12;-0.05;-0.22;-0.94;0.18;0.12;-0.55;-0.04;-0.23;-0.94;
-0.37;-0.91;-0.67;-0.03;-0.24;-0.96;0.91;-0.67;0.24;-0.05;-0.23;-0.95;
1.28;0.37;0.18;-0.04;-0.23;-0.96;1.10;-0.06;-1.34;-0.05;-0.23;-0.97;
0.24;-0.85;0.43;-0.04;-0.24;-0.95;0.67;-0.79;0.55;-0.04;-0.24;-0.95;
0.79;-0.61;-0.24;-0.05;-0.22;-0.96;1.65;-0.49;0.37;-0.04;-0.23;-0.96;
0.61;-0.79;0.61;-0.04;-0.23;-0.97;1.65;-0.79;0.79;-0.04;-0.22;-0.97;
1.34;-0.12;-0.79;-0.04;-0.24;-0.96;2.13;-1.04;-0.73;-0.04;-0.24;-0.95;
-0.37;-0.49;-0.30;-0.04;-0.25;-0.95;0.24;-0.91;1.28;-0.04;-0.24;-0.95;
-0.06;-0.67;0.43;-0.04;-0.24;-0.96;-0.91;-0.67;-0.06;-0.04;-0.23;-0.95;
-0.79;-0.24;0.98;-0.05;-0.23;-0.96;0.30;-0.06;-0.67;-0.05;-0.23;-0.97;
-0.18;0.73;0.37;-0.05;-0.22;-0.96;0.06;0.12;-0.24;-0.05;-0.22;-0.98;
-1.22;-1.89;0.73;-0.04;-0.22;-0.97;-0.98;-1.28;0.43;-0.05;-0.23;-0.96;
1.83;0.30;-1.28;-0.06;-0.20;-0.96;1.89;2.01;-4.09;-0.06;-0.21;-0.95;
8.17;3.05;-3.84;-0.03;-0.23;-0.96;4.09;2.13;-4.21;-0.01;-0.24;-0.98;
5.98;4.82;-5.67;-0.01;-0.36;-0.93;-36.83;-30.37;-5.12;0.34;0.08;-0.62;
-58.54;-5.18;45.49;-0.55;-1.40;-1.04;45.79;39.33;-9.94;-0.08;-0.34;-1.12;
221.40;309.39;-7.99;0.71;-0.73;-0.32;431.16;403.72;-9.09;0.70;-0.29;-0.40;
-11.71;-123.54;158.66;1.29;-1.43;0.30;-3.05;-79.02;296.40;1.32;-1.11;0.42;
-124.70;166.59;78.17;-0.20;-0.31;0.11;-32.74;304.45;-2.93;-0.12;-0.20;-0.16;
-177.13;-217.07;-174.76;-0.32;0.15;1.24;-159.45;17.20;-232.38;-0.20;-0.16;1.13;
21.59;218.90;-1264.76;2.00;-0.79;0.92;82.99;169.27;-1210.55;2.00;-2.00;0.84;
-162.13;484.02;721.71;2.00;-2.00;0.72;-263.48;383.29;1461.83;2.00;-1.23;-0.55;
-529.94;-680.55;147.26;0.30;2.00;2.00;-361.16;-45.00;-374.21;-0.01;1.20;2.00;
278.54;473.41;-683.54;1.10;-2.00;-0.27;26.52;167.01;1.34;0.23;-2.00;-0.66;
-227.62;16.71;1236.28;2.00;-0.14;-0.51;-350.37;-374.21;740.24;0.51;2.00;0.16;
-17.44;195.91;-503.72;-0.06;0.67;1.35;168.90;270.73;-672.13;0.52;-1.00;0.58;
-27.32;128.48;773.84;1.53;-2.00;0.01;-261.04;-192.44;1382.01;2.00;-0.15;-0.11;
-209.63;-107.74;-122.62;-0.06;2.00;2.00;-82.50;307.26;-703.05;0.69;1.63;1.80;
228.72;245.85;-964.82;1.53;-2.00;0.20;86.04;95.91;-57.87;0.39;-2.00;0.36;
-283.84;-369.82;1003.84;1.33;2.00;0.30;-232.32;-337.99;138.96;0.02;2.00;2.00;
-182.87;347.99;-608.48;0.41;0.55;0.89;32.62;332.44;-741.89;0.83;-0.10;0.05;
-179.82;-249.82;259.94;0.07;-1.04;-0.18;-187.62;-368.66;214.33;0.41;-0.33;-0.14;
36.95;-121.65;-141.59;0.73;-0.96;0.33;179.82;-91.10;-210.43;0.98;-2.00;1.49;
-126.71;-21.22;71.59;0.24;-0.90;0.50;-113.29;-9.15;-9.70;0.15;-1.03;0.36;
-40.06;8.72;-13.66;0.18;-1.09;0.06;140.61;12.87;-10.49;0.19;-0.94;0.06;
18.41;2.50;-2.56;0.18;-1.03;0.08;1.40;-0.06;1.52;0.18;-1.01;0.14;
30.06;14.21;-51.16;0.28;-0.88;0.01;-68.60;-8.60;9.76;0.14;-0.85;-0.03;
32.93;1.77;-24.45;0.24;-1.04;0.12;-8.90;-4.33;-25.91;0.26;-1.04;0.09;
20.18;-10.98;6.04;0.31;-0.95;0.14;13.05;-17.50;11.59;0.27;-0.88;0.14;
-53.11;-43.35;7.07;0.24;-1.11;0.26;57.68;-54.70;32.93;0.25;-1.18;0.18;
0.49;-21.22;8.23;0.09;-0.82;0.50;9.88;-8.48;0.85;0.14;-0.89;0.43;
14.39;11.28;50.67;0.10;-1.37;0.90;-12.87;-65.98;-184.70;0.50;-0.17;0.31;
-45.49;9.15;19.21;0.23;-0.73;0.47;26.34;-2.44;-4.39;0.31;-0.92;0.53;
-1.65;-3.48;-4.02;0.32;-0.86;0.58;6.28;-1.22;2.38;0.31;-0.83;0.59;
3.60;-0.85;0.06;0.37;-0.80;0.56;5.67;-0.79;-0.12;0.36;-0.80;0.60;
