-0.98;-0.12;-1.10;-0.33;0.25;0.93
0.06;-2.20;3.54;-0.30;0.26;0.94
-2.56;3.41;-9.27;-0.30;0.28;0.95
9.15;0.98;6.83;-0.34;0.26;0.92
-0.12;0.12;-3.90;-0.32;0.26;0.94
3.05;-2.01;2.93;-0.30;0.26;0.93
0.67;0.61;-1.52;-0.32;0.26;0.94
2.07;-1.71;4.63;-0.32;0.26;0.93
-8.72;-3.54;-8.05;-0.30;0.28;0.95
3.54;-1.71;3.84;-0.28;0.28;0.95
-2.99;-7.93;-10.06;-0.28;0.27;0.95
-8.41;1.52;-3.60;-0.33;0.25;0.96
-20.85;25.91;12.74;-0.21;0.36;1.04
-23.72;14.94;6.46;-0.38;0.18;0.92
-11.22;11.28;8.05;-0.42;0.14;0.94
-10.91;-0.24;3.17;-0.43;0.13;0.96
-0.55;-4.45;0.55;-0.41;0.13;0.93
8.41;-2.32;6.46;-0.42;0.10;0.93
0.91;-2.01;-0.30;-0.43;0.13;0.91
3.41;-2.26;3.17;-0.41;0.15;0.92
-0.43;-0.24;-0.67;-0.40;0.14;0.93
3.60;0.91;1.71;-0.40;0.15;0.93
1.16;-0.30;-0.06;-0.42;0.15;0.93
-2.74;0.00;-2.38;-0.40;0.15;0.92
4.27;0.43;-5.43;-0.42;0.18;0.99
10.61;-1.40;-10.79;-0.41;0.18;0.91
2.93;-7.07;-6.28;-0.38;0.18;0.86
11.71;-3.35;3.60;-0.38;0.18;0.94
3.90;1.04;2.07;-0.41;0.16;0.91
-0.06;-0.85;0.43;-0.40;0.18;0.92
-0.98;0.43;-0.06;-0.41;0.18;0.93
0.12;-0.24;0.12;-0.41;0.19;0.92
-1.89;-3.29;0.00;-0.41;0.19;0.93
-7.13;-2.56;-2.93;-0.41;0.17;0.91
2.13;-1.28;1.16;-0.39;0.18;0.92
2.99;-0.49;2.50;-0.40;0.18;0.93
3.60;1.59;0.18;-0.41;0.19;0.92
2.13;-0.85;2.56;-0.40;0.18;0.93
6.89;0.55;4.02;-0.40;0.18;0.91
-4.39;-2.50;-1.89;-0.41;0.17;0.91
-2.74;-1.28;-2.26;-0.40;0.16;0.93
-1.28;1.34;-1.77;-0.40;0.18;0.92
0.98;-0.98;0.98;-0.40;0.16;0.96
-3.78;-2.80;-7.68;-0.38;0.19;0.95
-2.44;-2.32;0.12;-0.39;0.20;0.93
-3.48;-2.80;-2.93;-0.42;0.18;0.94
-2.80;-5.55;-1.71;-0.36;0.17;0.89
-10.43;-1.83;-6.22;-0.40;0.16;0.89
4.39;-0.73;2.93;-0.39;0.15;0.90
4.63;0.61;3.35;-0.40;0.19;0.92
-5.61;-0.30;-8.66;-0.38;0.18;0.94
1.34;0.37;-3.60;-0.44;0.17;0.92
-1.46;-2.50;-0.67;-0.40;0.19;0.91
-1.28;-3.17;0.43;-0.40;0.19;0.92
-1.65;-3.17;0.06;-0.36;0.17;0.93
0.79;-2.56;-6.83;-0.39;0.17;0.93
4.02;0.43;2.68;-0.39;0.17;0.91
-1.46;0.24;-1.40;-0.40;0.18;0.94
8.78;-1.40;3.72;-0.41;0.17;0.91
-1.46;-2.87;1.95;-0.40;0.19;0.94
3.78;-2.20;2.38;-0.40;0.16;0.94
-1.59;-1.59;-0.37;-0.39;0.19;0.94
1.83;1.04;-1.04;-0.39;0.20;0.92
-0.12;-0.30;0.12;-0.39;0.19;0.93
-0.30;-0.55;-0.18;-0.40;0.19;0.92
0.98;0.12;1.34;-0.40;0.19;0.92
-4.27;-3.41;-2.44;-0.39;0.18;0.92
19.33;-12.20;33.54;-0.34;0.16;0.97
1.83;-0.37;0.18;-0.39;0.20;0.93
0.98;0.37;-0.91;-0.39;0.21;0.93
4.33;2.32;2.50;-0.40;0.21;0.93
1.52;0.24;0.49;-0.41;0.21;0.91
-2.62;0.73;-6.52;-0.38;0.21;0.93
-1.59;-1.34;-1.22;-0.40;0.20;0.91
-2.62;-2.74;-0.30;-0.40;0.19;0.93
2.32;0.67;1.10;-0.39;0.19;0.94
2.62;0.91;1.40;-0.40;0.20;0.92
0.12;-0.61;0.55;-0.39;0.20;0.91
1.10;0.06;1.04;-0.40;0.20;0.92
0.30;-0.43;0.00;-0.40;0.20;0.91
-2.50;-2.62;-0.12;-0.39;0.20;0.92
-0.73;-1.52;0.06;-0.40;0.20;0.92
-10.18;-3.72;-7.93;-0.36;0.19;0.95
2.20;0.49;0.00;-0.41;0.19;0.92
3.96;-0.67;2.13;-0.39;0.21;0.94
-1.52;-0.18;-1.89;-0.40;0.20;0.91
0.06;-3.90;-0.18;-0.41;0.20;0.93
-2.44;-1.95;0.24;-0.39;0.20;0.93
5.79;-0.49;5.67;-0.37;0.19;0.95
0.30;-0.37;-1.77;-0.42;0.22;0.95
1.04;-1.22;1.16;-0.38;0.20;0.91
-4.82;1.77;-5.55;-0.42;0.21;0.92
-1.22;-1.40;-0.37;-0.40;0.19;0.92
-3.90;-1.95;-2.44;-0.41;0.19;0.93
0.24;-1.40;1.59;-0.39;0.18;0.93
2.68;-1.46;1.34;-0.39;0.19;0.93
18.35;0.55;13.66;-0.35;0.22;0.96
1.89;-0.55;1.77;-0.40;0.19;0.92
2.50;0.91;-0.49;-0.40;0.20;0.90
-3.17;-2.56;-1.46;-0.39;0.20;0.93
0.98;-0.18;0.24;-0.41;0.20;0.93
2.01;-0.55;0.79;-0.39;0.19;0.92
3.96;0.91;0.67;-0.42;0.18;0.90
2.38;1.83;0.12;-0.41;0.20;0.95
0.43;-0.18;0.43;-0.41;0.20;0.92
-2.32;-1.95;-1.22;-0.39;0.20;0.92
-0.30;-2.20;-0.30;-0.39;0.19;0.93
1.28;1.46;0.43;-0.38;0.20;0.94
2.38;2.32;1.77;-0.39;0.22;0.94
2.07;3.72;0.61;-0.40;0.20;0.90
6.28;0.30;3.90;-0.39;0.19;0.91
-1.59;-2.62;-0.49;-0.39;0.21;0.92
-5.49;-1.40;-1.77;-0.40;0.19;0.92
1.59;0.49;1.16;-0.39;0.19;0.92
4.09;2.13;1.89;-0.40;0.20;0.93
0.98;-0.61;0.55;-0.39;0.20;0.92
-0.55;-0.37;-0.24;-0.39;0.22;0.93
0.67;-1.83;1.22;-0.40;0.21;0.91
-0.30;-1.77;0.73;-0.41;0.21;0.93
-2.38;-1.22;-2.99;-0.39;0.20;0.92
0.43;-4.09;1.95;-0.38;0.16;0.92
4.94;2.44;1.95;-0.38;0.19;0.92
0.67;-0.55;0.73;-0.39;0.21;0.92
0.18;-5.12;-7.07;-0.35;0.18;0.91
2.32;-2.87;-2.07;-0.35;0.16;0.96
3.17;-6.04;1.16;-0.40;0.13;0.94
9.45;-5.37;-45.12;-0.39;0.13;0.93
