-0.12;-0.18;0.43;0.30;-0.49;-0.30;0.06;-0.61;0.00;
0.12;-0.43;0.00;0.30;-0.49;-0.18;0.43;-0.49;0.49;
0.37;-0.43;0.18;0.18;-0.49;0.12;0.18;-0.67;0.43;
16.28;-6.59;-10.61;17.01;-6.16;-31.77;3.96;-0.67;-6.28;
-57.87;-65.79;115.18;16.95;-12.01;-33.78;179.27;58.84;-73.23;
14.70;-92.38;50.73;-128.11;-203.17;21.95;-61.28;-147.07;-12.44;
-83.96;-282.93;-42.56;-33.35;-182.99;-138.54;16.34;-45.24;-114.82;
0.24;2.99;-10.18;5.37;7.07;-6.10;3.17;3.96;2.56;
-18.11;-17.99;17.13;-12.26;-19.94;19.09;-2.62;-14.88;14.33;
-7.50;-6.77;9.51;-15.85;-8.66;2.56;21.16;18.05;-0.24;
1.28;-8.29;-26.52;-14.57;-1.59;-13.23;15.67;16.52;-15.12;
112.56;19.76;8.41;27.74;-10.85;-65.43;-233.96;-51.77;-42.01;
-197.01;45.79;45.61;86.10;340.98;326.28;83.48;419.21;306.65;
-47.56;-125.00;-41.65;39.51;-37.01;0.98;40.91;-29.82;1.04;
-2.44;-11.22;-2.62;-1.22;-8.17;0.00;-1.16;-4.51;-0.55;
4.94;1.52;-0.55;3.54;-10.37;4.09;-1.52;-31.52;-2.56;
1.95;-1.16;-1.71;-9.94;-17.68;-2.50;-6.40;-9.39;-0.61;
15.79;15.91;5.12;6.83;5.37;1.59;-2.87;-6.59;-5.00;
1.40;1.46;-1.71;6.10;5.18;-0.24;1.22;-0.30;1.04;
6.22;-3.29;1.34;-4.21;-9.27;0.61;-4.70;-11.04;0.00;
-14.21;-68.72;-41.16;-7.56;-68.17;-36.34;7.26;-43.11;-20.55;
15.79;5.98;1.89;7.26;7.20;-3.29;1.52;-2.56;2.26;
2.74;0.85;-0.91;2.93;2.68;-0.61;1.34;-2.01;3.90;
355.12;726.95;28.96;3.23;282.26;-113.48;-30.12;15.49;50.91;
147.32;591.40;133.11;64.45;172.93;68.41;-82.07;-240.67;-51.04;
-8.78;-90.73;-0.91;45.12;-95.06;-58.66;-4.21;-185.00;-148.60;
-33.41;-253.29;-84.21;-1.40;-75.12;-52.87;-228.29;46.34;114.57;
-43.78;-221.59;-107.44;11.83;-90.55;-51.22;57.87;9.94;-31.10;
-1.77;-167.07;-66.71;5.06;-138.90;-80.12;14.15;-144.82;-66.77;
3.54;3.60;0.06;13.96;7.38;7.62;-9.57;-15.30;1.34;
-8.60;-25.30;-4.09;-11.77;-27.07;-14.21;-9.88;-19.09;-8.66;
167.13;116.28;-38.05;140.37;211.71;-312.07;78.72;209.51;-347.32;
-4.63;-4.21;-0.12;-3.78;-3.54;0.24;-3.96;-3.72;-0.30;
-0.85;-1.16;-0.12;-0.85;-1.22;-0.30;-0.37;-0.85;-0.18;
-0.12;-0.85;0.12;0.37;-1.04;-0.30;-0.49;-1.40;0.18;
0.30;-0.91;-0.43;-0.43;-0.55;-0.30;-0.49;-0.49;0.06;
-0.67;-0.73;-0.06;-0.24;-0.18;0.12;-0.43;-0.61;-0.85;
-0.06;-0.43;0.06;0.12;-0.67;0.30;0.06;-0.73;0.00;
0.24;-0.73;-0.18;-0.24;-0.24;-0.12;0.12;-0.49;-0.18;
0.00;-0.85;0.00;0.06;-0.55;-0.06;0.43;-0.91;0.06;
-0.24;-1.52;0.00;0.00;-0.85;0.18;0.00;-0.55;0.06;
0.06;-0.98;0.06;-0.06;-0.43;0.12;-0.55;-0.67;-0.06;
-0.37;-0.37;-0.61;0.00;-0.73;0.12;0.06;-0.98;0.24;
-0.61;-1.10;-0.18;-0.85;-0.61;0.30;0.91;-0.37;0.06;
0.12;-0.43;0.12;-0.43;-0.18;-0.18;0.12;-0.30;0.18;
0.37;-0.30;-0.24;0.30;-0.49;0.06;0.91;-0.37;0.30;
0.24;-0.79;0.06;0.43;-0.67;0.30;0.73;-0.55;0.06;
0.30;-0.18;-0.06;0.00;-0.12;0.49;0.30;-0.24;-0.06;
0.06;-0.37;0.00;0.00;-0.49;-0.12;0.18;-0.49;0.12;
0.30;-0.73;0.00;0.06;-0.37;0.18;0.12;-0.61;-0.12;
-0.06;-0.67;-0.30;0.06;-0.67;0.12;0.30;-1.28;0.06;
-0.12;-0.37;-0.30;-0.30;-0.37;0.37;0.06;-0.30;0.18;
-0.30;-0.12;0.18;0.00;-1.16;-0.37;0.00;-0.55;0.18;
-0.30;-0.85;0.18;-0.24;-0.85;0.06;0.18;-0.98;-0.12;
0.49;-0.79;0.30;-0.37;-0.73;0.06;0.06;-0.24;-0.12;
0.85;-0.61;0.00;0.06;-0.67;0.18;0.00;-0.43;-0.06;
-0.67;-0.18;0.67;-0.49;0.06;0.24;0.49;-0.43;0.37;
0.06;-0.49;0.18;0.49;-0.61;0.79;-0.24;-0.12;-0.18;
0.37;-0.91;-0.30;0.18;-0.12;-0.06;0.06;-0.18;-0.18;
0.49;-0.67;0.06;0.61;-0.55;0.06;0.79;-0.73;0.06;
-0.24;-0.30;0.24;-0.61;-0.37;-0.12;-0.67;-0.30;0.12;
0.55;0.30;0.18;0.43;-0.24;-0.06;0.30;-0.37;0.12;
0.06;-0.73;0.00;0.85;-0.18;0.18;-0.67;-0.85;-0.24;
0.30;-0.73;0.30;0.55;-0.98;-0.24;0.06;-0.67;-0.37;
-1.65;1.52;-1.28;3.90;0.85;2.80;16.65;-4.51;4.33;
2.26;122.80;50.12;-39.33;-112.44;-29.57;7.74;52.80;-37.32;
2.68;0.06;0.00;1.22;0.61;0.61;-2.56;8.11;-0.55;
6.52;-13.78;3.05;-4.45;7.20;-1.46;-3.23;5.24;0.06;
5.73;-8.84;1.22;-1.04;1.52;-0.79;-4.39;8.90;-2.13;
0.61;1.34;-1.28;-1.77;2.62;-1.34;1.34;-4.57;-0.85;
-0.12;0.12;0.67;-4.27;3.78;0.12;-7.93;-1.89;-0.06;
-1.16;1.22;-1.40;3.11;-5.79;0.91;2.26;-3.05;-0.06;
-2.62;-1.89;0.18;6.16;0.18;-0.85;-1.28;2.56;-2.13;
0.06;0.98;-0.18;-0.61;1.46;0.30;0.06;-1.46;1.40;
-2.26;3.84;-1.83;1.65;-5.37;-2.74;3.23;-5.79;0.67;
-204.33;-3.05;-48.96;15.49;42.56;8.23;25.37;59.39;5.49;
-0.37;-0.61;-0.91;-0.37;-0.67;-0.67;0.18;-0.06;-0.30;
-0.12;-0.43;-0.12;-0.67;0.06;-0.18;-0.55;-0.24;0.49;
0.18;0.24;0.06;-0.12;-0.55;0.24;-0.18;-0.61;-0.18;
1.10;-0.67;-0.24;-0.30;-0.18;0.12;-0.18;-0.49;0.49;
31.46;8.41;-4.09;1.28;-16.77;-1.77;101.95;-84.45;38.17;
0.06;-0.98;0.43;-0.24;0.91;-0.24;-0.55;-0.37;0.49;
0.79;-1.16;-0.24;-0.12;-0.49;-0.24;0.24;0.06;-0.12;
-6.40;-1.89;2.50;-261.46;-87.20;22.56;6.10;-10.49;6.65;
21.71;-5.30;-17.68;5.61;-16.40;-37.32;25.67;-10.00;29.57;
12.07;9.82;-27.38;48.41;32.62;-31.34;-293.17;-152.68;-60.12;
-76.04;24.76;-6.28;-129.21;-12.01;19.63;58.23;-19.51;29.27;
-5.91;0.00;0.98;-4.39;-0.43;0.55;3.23;-0.98;0.30;
4.21;-4.33;-0.73;2.68;1.16;-1.46;5.30;-2.32;0.12;
1.95;-0.61;1.40;9.63;-5.61;0.24;16.59;-10.49;2.38;
12.93;-7.01;0.18;13.41;-5.91;2.01;-2.62;1.77;-1.16;
-5.24;2.80;-0.85;-6.40;1.59;-0.12;-7.20;1.65;-0.79;
11.40;-7.01;0.91;8.60;-4.33;1.04;2.87;-1.46;0.55;
6.40;-3.60;-0.12;7.07;-2.13;1.34;-3.72;2.26;0.43;
20.91;-10.18;3.84;5.61;-3.05;-2.99;-6.28;4.09;0.91;
4.27;-8.60;0.06;-6.28;-2.93;-0.85;-3.60;2.20;0.67;
-0.85;-4.51;-1.77;-2.07;-12.13;-3.23;10.98;-2.07;-0.91;
2.20;-8.54;0.37;21.28;-8.29;-2.62;9.33;-5.43;1.46;
-4.82;2.07;-1.04;8.60;-7.99;0.61;5.61;-5.24;1.10;
-11.46;6.89;-6.22;0.06;-0.55;-5.06;-10.79;2.01;0.24;
-0.06;-1.10;0.00;-0.49;0.37;0.12;-1.04;0.18;-0.12;
-1.34;-0.12;-0.24;-0.55;0.06;0.06;-0.12;-0.18;0.00;
0.06;-0.55;-0.12;0.06;-0.30;0.00;0.18;-0.37;-0.18;
0.06;-0.67;0.00;-0.06;-0.55;0.30;0.06;-0.30;0.00;
0.18;-1.04;-0.18;0.24;-0.30;0.12;0.24;-0.79;-0.43;
-0.06;-0.43;0.12;0.06;-0.85;-0.06;0.00;0.00;-0.61;
0.00;-0.73;0.06;0.12;-0.37;-0.06;-0.06;-0.73;-0.24;
0.18;-0.49;0.06;0.49;-0.43;-0.06;-0.24;-0.06;0.18;
0.18;-0.55;0.06;0.55;-0.55;0.06;0.37;-0.49;-0.30;
-0.12;-0.12;0.18;-0.06;-0.43;-0.18;0.00;-0.67;0.12;
0.37;-0.73;-0.37;-0.12;0.06;-0.12;0.00;-0.61;-0.24;
0.18;0.00;0.24;-0.43;0.00;0.12;0.30;-0.55;-0.24;
0.61;0.00;0.06;-0.06;-0.06;-0.06;-0.06;-0.55;-0.12;
-0.12;-0.37;0.00;0.55;-0.73;0.18;-0.30;-0.37;0.12;
0.18;-0.37;-0.12;0.43;-0.85;0.18;0.61;-0.79;0.06;
0.24;-1.04;0.18;-0.30;-0.24;0.00;-0.12;-0.55;0.37;
0.06;-0.24;0.30;0.12;-0.79;0.30;0.30;-0.06;0.24;
0.12;-0.12;0.30;-0.12;-0.37;-0.30;0.55;-0.67;0.24;
0.24;-0.24;-0.37;0.85;-0.06;0.24;0.30;-0.30;-0.30;
-0.12;-0.18;-0.30;0.18;-0.49;-0.24;0.37;-0.24;0.18;
0.30;-0.73;0.24;0.00;-0.49;-0.12;0.30;-0.55;0.43;
0.49;-0.55;0.06;0.61;-0.43;0.49;0.12;-0.49;-0.18;
0.49;-0.61;-0.24;0.18;-0.30;-0.24;-0.12;-0.06;0.30;
0.18;-0.18;-0.12;0.55;-0.55;0.00;0.79;-1.04;-0.37;
0.24;-0.98;0.00;0.49;-0.61;0.12;0.18;-0.06;0.24;
0.49;-0.73;-0.24;0.24;-0.79;-0.06;0.79;-0.49;0.30;
-0.06;-0.73;-0.30;0.55;-0.67;0.61;-0.61;-0.12;0.00;
0.00;-0.73;0.06;0.06;-0.06;-0.06;0.06;-0.91;0.06;
0.24;-0.43;0.00;0.61;-0.24;0.00;0.30;-0.37;0.12;
0.67;-0.24;0.06;-0.18;-0.49;0.06;-0.12;-1.16;-0.12;
-0.06;-0.43;0.24;0.24;-0.67;0.18;0.91;-0.98;0.00;
-0.30;-0.43;-0.18;0.49;-0.55;0.06;-0.06;-0.79;-0.24;
0.37;-0.73;0.18;-0.18;-0.49;0.61;0.00;-0.55;-0.37;
0.55;-0.06;0.30;-0.06;-0.43;-0.18;-0.12;-0.61;0.30;
-0.24;-0.30;-0.12;0.30;-0.98;-0.06;0.12;-0.18;-0.30;
