-0.18;0.18;-0.06;-0.30;0.06;-0.94;0.12;-1.89;-2.07;-0.31;0.05;-0.95;-0.30;1.28;1.16;-0.31;0.06;-0.95;-0.06;1.04;1.22;-0.30;0.06;-0.95;-0.55;-1.04;-0.12;-0.31;0.06;-0.94;
-0.30;-0.30;0.24;-0.30;0.05;-0.95;-1.16;-0.18;0.12;-0.31;0.05;-0.95;-0.30;0.06;0.06;-0.30;0.06;-0.95;-0.85;-0.55;-0.06;-0.30;0.06;-0.94;-0.30;-0.18;0.12;-0.30;0.06;-0.95;
-0.06;-0.24;0.06;-0.30;0.06;-0.95;-0.49;-0.30;0.12;-0.31;0.06;-0.94;0.18;-0.18;0.37;-0.30;0.05;-0.95;-0.24;0.06;-0.06;-0.31;0.06;-0.95;-0.06;-0.06;-0.18;-0.30;0.06;-0.95;
-0.18;-0.49;-0.06;-0.29;0.06;-0.94;-0.24;-0.43;-0.55;-0.30;0.06;-0.94;-0.18;-0.24;0.18;-0.30;0.05;-0.94;-0.79;-0.30;0.24;-0.31;0.05;-0.94;-0.61;-0.24;0.12;-0.30;0.05;-0.95;
-0.67;0.18;0.12;-0.30;0.06;-0.94;-0.49;0.12;-0.06;-0.31;0.06;-0.95;-0.73;-0.61;0.06;-0.31;0.05;-0.94;-0.43;-0.43;0.06;-0.30;0.05;-0.95;-0.24;-0.49;-0.49;-0.30;0.06;-0.95;
-0.06;0.37;0.73;-0.30;0.06;-0.94;-0.67;-0.06;0.12;-0.31;0.06;-0.94;-0.30;-0.24;-0.24;-0.30;0.06;-0.95;-0.37;-0.24;-0.24;-0.31;0.06;-0.95;-0.18;-0.18;0.18;-0.30;0.06;-0.95;
-0.30;-0.24;0.12;-0.31;0.05;-0.95;0.30;-0.37;0.55;-0.30;0.05;-0.96;-0.18;0.00;0.18;-0.31;0.05;-0.93;0.06;0.00;-0.18;-0.30;0.05;-0.94;-0.61;-0.06;0.12;-0.30;0.06;-0.94;
-0.37;-0.24;-0.06;-0.31;0.06;-0.94;-0.49;-1.04;0.43;-0.30;0.06;-0.94;-0.24;-0.12;0.24;-0.30;0.06;-0.94;-0.06;-0.30;-0.18;-0.31;0.06;-0.95;-0.49;-0.24;-0.06;-0.30;0.06;-0.94;
-0.24;-0.18;-0.12;-0.30;0.06;-0.95;-0.67;-0.30;0.79;-0.30;0.06;-0.94;-0.24;0.12;0.06;-0.31;0.06;-0.94;-0.61;-0.06;-0.06;-0.31;0.06;-0.94;-0.49;0.00;0.12;-0.31;0.06;-0.95;
-0.30;-0.24;0.18;-0.31;0.05;-0.95;-0.43;-0.43;0.55;-0.30;0.05;-0.95;-0.30;-0.06;-0.06;-0.30;0.06;-0.94;0.18;-0.06;-0.61;-0.30;0.06;-0.95;-0.30;-0.06;0.24;-0.31;0.05;-0.95;
