-0.49;-0.55;-0.73;0.46;0.86;0.36;0.18;-0.73;-0.79;0.47;0.84;0.36;0.49;-0.43;-1.22;0.46;0.85;0.36;0.30;-0.73;-1.16;0.46;0.85;0.37;-0.43;-1.28;-1.46;0.47;0.85;0.37;
-0.24;-0.79;-0.91;0.46;0.85;0.36;0.06;-0.61;-1.34;0.47;0.85;0.37;-0.18;-0.55;-1.04;0.47;0.85;0.37;0.18;-0.85;-1.04;0.46;0.85;0.37;-0.43;-0.85;-1.83;0.47;0.85;0.37;
0.30;-0.79;-1.40;0.47;0.85;0.37;-0.18;-0.43;-1.04;0.47;0.85;0.36;-0.06;-0.30;-0.79;0.46;0.85;0.37;0.18;-0.18;-0.79;0.47;0.85;0.37;-0.37;-0.85;-0.43;0.47;0.86;0.37;
-0.98;-0.24;-0.85;0.46;0.84;0.36;0.61;-0.30;-1.04;0.47;0.86;0.37;-0.06;-0.67;-1.28;0.46;0.85;0.36;-0.24;-0.30;-1.16;0.47;0.85;0.37;-0.24;-0.24;-0.85;0.47;0.84;0.37;
-51.46;58.54;24.09;0.31;0.81;0.28;-167.07;83.23;302.93;0.87;0.46;0.70;-131.46;129.94;256.28;0.86;0.36;0.46;-66.89;-30.98;146.89;0.32;-0.04;0.70;-9.33;-61.22;-19.39;0.25;-0.56;0.66;
105.43;110.06;95.91;-0.39;-0.86;0.10;-18.72;42.56;87.56;-0.61;0.17;0.07;64.21;7.44;50.91;-1.54;-2.00;-0.49;175.67;50.06;-189.51;-0.70;0.91;0.47;63.96;-13.48;-54.21;-0.81;-0.79;0.53;
-50.49;-76.59;290.85;-0.28;2.00;1.06;84.76;66.71;-379.94;-0.52;0.14;0.49;3.60;-8.96;9.27;-0.86;-0.07;0.33;52.93;-41.52;-91.77;-0.78;-0.00;0.40;30.00;-38.11;-60.91;-0.75;-0.16;0.45;
124.88;46.40;-507.38;-0.43;-0.67;0.37;-153.48;-25.67;504.51;-0.48;-0.73;0.10;-26.40;19.15;-55.85;-0.60;0.77;0.98;52.44;1.04;-33.05;-0.80;-0.19;0.45;-12.62;4.27;36.89;-0.70;0.12;0.56;
8.60;4.57;23.41;-0.67;-0.71;0.71;-124.94;-98.90;215.06;-0.64;0.49;0.60;14.76;60.67;-258.29;-0.47;0.56;0.89;-206.95;-96.71;465.91;-0.47;-0.37;0.18;24.76;35.85;-143.23;-0.60;0.30;0.84;
17.99;-67.99;-93.17;-0.42;-0.64;0.71;-238.48;49.63;611.04;-0.24;-0.45;-0.42;145.49;-10.61;-226.83;-0.54;0.45;0.72;-217.07;-219.45;350.43;-0.41;0.82;0.60;154.70;-86.10;-313.17;-0.47;-0.86;0.45;
