0.18;-0.18;0.37;0.12;-0.19;-0.96;0.30;-0.85;0.55;0.12;-0.21;-0.97;0.37;-0.37;0.18;0.12;-0.20;-0.97;
0.00;-0.79;0.18;0.13;-0.21;-0.97;0.30;-0.24;0.12;0.12;-0.21;-0.96;0.67;-0.79;-0.06;0.13;-0.21;-0.96;
-0.12;-0.30;-0.06;0.12;-0.20;-0.96;0.37;-0.91;0.18;0.13;-0.20;-0.96;-0.55;-0.18;-0.06;0.13;-0.21;-0.97;
83.23;-105.06;106.10;0.37;-0.67;-0.00;221.40;21.89;-8.72;0.29;-0.49;0.10;175.67;-1.40;35.24;-0.12;-0.94;-0.38;
334.02;970.30;-707.93;2.00;-0.22;-0.09;261.22;602.62;-739.94;2.00;-2.00;-1.55;107.26;104.09;-28.72;1.64;-2.00;-1.61;
51.95;-151.40;13.29;1.18;-2.00;-0.34;44.39;-245.00;265.98;1.15;-1.35;0.04;-9.63;-265.12;326.22;1.06;-0.40;0.42;
84.82;606.83;-362.38;1.93;-1.15;-0.07;110.30;411.77;-229.82;1.64;-1.81;-1.18;34.27;28.54;75.24;1.14;-2.00;-1.41;
-93.84;424.51;-134.94;1.05;0.64;1.64;201.16;675.91;-425.37;2.00;-0.26;-0.14;173.78;412.32;-413.72;1.78;-2.00;-1.34;
116.52;245.49;-126.95;1.34;-2.00;-1.66;53.54;-163.90;256.59;1.36;-2.00;-1.30;-24.09;-453.48;472.62;1.66;-0.83;-0.49;
19.94;216.52;-150.85;0.96;-1.15;-0.42;-55.12;24.82;-39.63;0.81;-1.37;-0.58;-67.93;-85.49;46.71;0.82;-1.09;-0.14;
-15.91;423.90;-59.27;0.80;-0.20;2.00;180.91;763.96;-224.94;1.88;-0.07;0.35;196.89;612.50;-393.23;1.91;-1.25;-1.16;
28.05;323.05;-93.41;0.80;-0.78;0.14;-20.18;256.77;-89.82;0.75;-1.00;-0.21;7.74;167.74;-57.32;0.75;-1.06;-0.42;
-50.30;-411.10;106.16;0.75;-0.48;0.64;-8.35;-250.00;8.41;0.52;-0.51;1.06;7.44;-51.28;-51.34;0.42;-0.79;1.12;
-217.44;180.98;-108.35;0.55;-0.74;0.91;20.67;419.09;-177.44;1.05;-0.66;0.68;82.68;427.20;-161.34;1.09;-1.17;-0.36;
-250.61;-545.00;216.59;1.02;-0.41;0.74;-239.94;-353.84;7.87;0.53;-0.40;2.00;-14.09;178.60;-47.68;0.37;-0.52;2.00;
247.80;744.39;-206.52;1.63;-0.81;-0.18;174.15;457.07;-198.60;1.08;-2.00;-1.40;-21.16;-4.88;71.52;0.85;-2.00;-1.27;
-129.94;-94.15;17.26;0.68;-0.77;-0.05;-71.83;-65.73;-2.07;0.61;-0.96;-0.06;-72.56;-31.52;43.29;0.67;-0.82;-0.08;
0.43;0.18;0.00;0.45;-0.44;-0.79;-0.79;0.12;-0.30;0.44;-0.45;-0.78;-1.34;-0.61;0.12;0.45;-0.44;-0.79;
0.06;-0.37;-0.24;0.45;-0.44;-0.79;0.37;0.18;0.06;0.45;-0.44;-0.79;0.18;-0.85;0.30;0.45;-0.45;-0.79;
0.43;-0.67;0.24;0.45;-0.45;-0.79;0.18;-0.30;0.18;0.45;-0.45;-0.79;-0.12;-0.12;-0.06;0.45;-0.44;-0.78;
0.55;-0.73;0.00;0.45;-0.45;-0.78;0.12;-0.06;-0.12;0.46;-0.45;-0.78;0.43;-0.43;0.12;0.44;-0.44;-0.78;
0.37;-0.73;-0.24;0.45;-0.45;-0.79;0.79;-0.49;-0.55;0.45;-0.46;-0.78;0.61;-0.61;0.06;0.45;-0.45;-0.78;
0.06;-0.55;0.18;0.46;-0.45;-0.78;0.30;-0.67;0.12;0.46;-0.45;-0.79;0.24;-0.55;-0.12;0.45;-0.45;-0.78;
0.30;-0.55;-0.18;0.45;-0.45;-0.78;0.00;-0.37;-0.18;0.45;-0.46;-0.78;-0.12;-0.49;0.00;0.45;-0.45;-0.77;
0.30;-0.06;-0.24;0.45;-0.46;-0.78;0.30;-0.49;0.37;0.46;-0.47;-0.77;0.30;-0.98;0.30;0.45;-0.45;-0.77;
-0.06;-0.55;0.43;0.45;-0.46;-0.78;0.00;-0.85;-0.06;0.44;-0.46;-0.78;0.18;-0.37;0.00;0.46;-0.46;-0.79;
0.06;-0.30;0.06;0.45;-0.46;-0.77;-0.24;-0.18;0.12;0.45;-0.45;-0.78;0.49;-0.61;-0.12;0.46;-0.45;-0.78;
0.06;-0.12;-0.12;0.45;-0.46;-0.77;0.37;-0.73;-0.12;0.45;-0.46;-0.78;-0.37;-0.12;-0.06;0.45;-0.46;-0.78;
-0.67;-0.06;-0.12;0.45;-0.46;-0.77;0.00;-0.12;-0.24;0.44;-0.47;-0.78;0.37;-0.73;0.24;0.45;-0.46;-0.78;
0.43;-0.91;-0.12;0.45;-0.47;-0.77;-0.43;-0.18;-0.24;0.45;-0.47;-0.78;-0.12;-0.79;0.18;0.45;-0.46;-0.77;
0.61;-0.67;-0.49;0.45;-0.47;-0.78;0.24;-0.73;-0.06;0.45;-0.46;-0.78;0.37;-0.67;0.30;0.45;-0.46;-0.78;
0.06;-0.85;-0.06;0.45;-0.46;-0.77;0.12;-0.61;0.37;0.45;-0.46;-0.78;0.49;-0.49;-0.06;0.45;-0.46;-0.78;
0.37;0.06;0.12;0.45;-0.47;-0.78;0.06;-1.10;0.06;0.45;-0.46;-0.77;0.37;-0.18;-0.12;0.45;-0.47;-0.78;
0.37;-0.79;0.06;0.44;-0.46;-0.78;0.12;-0.55;0.06;0.46;-0.46;-0.77;0.00;0.06;-0.18;0.45;-0.47;-0.78;
